place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
13,10,CRUCIATUS(C206),H N Wong,K W Lui,115,1112,13,9-1/4,"12                                                            

12                                                            

13",1:09.82,451,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
14,14,GREAT SMART(C319),H W Lai,L Ho,114,1191,1,18-1/4,"9                                                            

10                                                            

14",1:11.25,482,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
1,4,SUPER STAR(B380),J Moreira,A T Millard,125,1055,10,-,"12                                                            

12                                                            

8                                                            

1",1:21.32,3,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
2,3,INVINCIBLE MISSILE(C037),Z Purton,W Y So,129,1087,8,1/2,"8                                                            

8                                                            

9                                                            

2",1:21.40,6,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
3,5,ALCARI(A354),G van Niekerk,P F Yiu,123,1209,11,1,"10                                                            

11                                                            

12                                                            

3",1:21.49,13,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
4,6,BEAUTY LOYAL(B383),A Domeyer,A S Cruz,120,1095,12,2-1/4,"13                                                            

13                                                            

11                                                            

4",1:21.68,6.8,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
5,2,COOL TEAM(B264),B Shinn,P O'Sullivan,130,1011,3,2-1/4,"6                                                            

7                                                            

5                                                            

5",1:21.69,4.8,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
6,10,MIGHTY MAVERICK(V150),M Chadwick,C Fownes,118,1176,6,3,"2                                                            

2                                                            

1                                                            

6",1:21.79,12,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
7,7,CLASSIC POSH(C327),M F Poon,D J Hall,118,1054,2,3,"3                                                            

4                                                            

3                                                            

7",1:21.80,19,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
8,8,COMFORT LIFE(B169),K Teetan,F C Lor,120,1163,7,5-3/4,"5                                                            

5                                                            

6                                                            

8",1:22.23,47,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
9,1,LOBO'S LEGEND(C299),N Callan,D E Ferraris,133,1066,4,6-1/4,"4                                                            

6                                                            

4                                                            

9",1:22.31,9.3,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
10,13,LET'S TAKE IT EASY(A140),K C Leung,L Ho,117,1025,9,7-1/4,"11                                                            

10                                                            

7                                                            

10",1:22.47,196,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
11,14,MARQULA(V423),H N Wong,C W Chang,113,1228,14,7-1/2,"14                                                            

14                                                            

14                                                            

11",1:22.54,111,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
12,12,WON WON TOO(C164),H T Mo,C H Yip,113,1058,5,8-1/4,"7                                                            

9                                                            

10                                                            

12",1:22.63,356,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
13,11,CHEERS VANQUISHER(C204),H W Lai,C S Shum,117,1106,1,17-1/2,"1                                                            

1                                                            

2                                                            

13",1:24.12,198,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
14,9,GUVNOR(C182),T H So,Y S Tsui,116,1165,13,103-1/2,"9                                                            

3                                                            

13                                                            

14",1:37.87,349,9(66),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
1,7,FAT TURTLE(C215),J Moreira,F C Lor,119,1143,1,-,"4                                                            

3                                                            

1",1:08.39,3.5,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
2,1,CALIFORNIA WHIP(A114),H T Mo,A S Cruz,130,1158,13,3,"12                                                            

14                                                            

2",1:08.88,21,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
3,4,AETHERO(C336),Z Purton,J Moore,122,1254,5,4,"7                                                            

7                                                            

3",1:09.02,1.5,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
4,10,PERFECT GLORY(B411),H N Wong,C Fownes,113,1084,11,4,"13                                                            

13                                                            

4",1:09.03,69,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
5,3,RAGING BLITZKRIEG(B147),U Rispoli,J Size,126,1102,8,4-1/4,"8                                                            

6                                                            

5",1:09.07,111,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
6,14,TEAM SPIRIT(B230),T H So,W Y So,112,1187,3,4-1/2,"2                                                            

2                                                            

6",1:09.12,110,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
7,9,BEAUTY RUSH(C475),K Teetan,J Size,116,1171,6,5-3/4,"9                                                            

11                                                            

7",1:09.30,15,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
8,8,DAN CONTROL(C267),K C Leung,J Moore,117,1047,12,5-3/4,"14                                                            

12                                                            

8",1:09.30,27,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
9,11,SUPER TURBO(V310),M Chadwick,D J Hall,116,1053,7,5-3/4,"11                                                            

10                                                            

9",1:09.31,126,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
10,2,RAGING STORM(B173),C Schofield,J Size,128,1153,10,6,"10                                                            

9                                                            

10",1:09.36,28,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
11,13,BALTIC WHISPER(B216),H W Lai,C S Shum,114,1154,4,6-3/4,"3                                                            

4                                                            

11",1:09.48,217,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
12,5,HIGH FIVE(T200),G van Niekerk,A T Millard,122,1102,9,7-1/2,"6                                                            

8                                                            

12",1:09.59,34,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
13,12,CALIFORNIA ARCHER(A417),L Hewitson,A S Cruz,115,1106,2,8-1/2,"5                                                            

5                                                            

13",1:09.75,67,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
14,6,SPEED VISION(B211),A Sanna,F C Lor,121,1187,14,12,"1                                                            

1                                                            

14",1:10.32,237,10(67),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2019/10/01
1,2,CURLING LUXURY(A083),H T Mo,Y S Tsui,129,1040,6,-,"1                                                            

1                                                            

1                                                            

1                                                            

1",1:48.21,22,1(68),Class 5 - 1800M - (40-0),GOOD,"TURF - ""B+2"" Course","HK$ 725,000",Sha Tin,2019/10/06
