place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
9,6,GOODLUCK GOODLUCK(B188),M L Yeung,W Y So,119,1230,9,3-3/4,"9                                                            

8                                                            

9",0:57.45,39,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
10,10,G UNIT(C329),G van Niekerk,J Moore,119,1014,10,4-1/2,"5                                                            

4                                                            

10",0:57.56,5.1,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
11,8,FRUSTRATED(C218),C Wong,F C Lor,118,1043,7,5-1/4,"2                                                            

2                                                            

11",0:57.66,5.6,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
12,7,SUPER JUNIOR(V390),H N Wong,T P Yung,123,1247,8,10-3/4,"12                                                            

12                                                            

12",0:58.57,185,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
WV,,KING'S EMINENCE(C508),M L Yeung,L Ho,126,---,---,---,---,---,---,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
1,1,ALPHA HEDGE(B102),C Y Ho,K W Lui,133,1187,2,-,"5                                                            

5                                                            

5                                                            

1",1:39.19,3.5,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
2,9,LIGHTNING STEED(B274),C Wong,C Fownes,116,1106,9,1-1/4,"1                                                            

1                                                            

1                                                            

2",1:39.41,9.5,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
3,4,LET'S TAKE IT EASY(A140),Z Purton,L Ho,130,1048,5,1-1/2,"6                                                            

6                                                            

6                                                            

3",1:39.42,4.9,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
4,3,HAR HAR HEART(A224),G van Niekerk,J Size,131,1122,6,2-3/4,"7                                                            

7                                                            

7                                                            

4",1:39.65,16,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
5,7,CASIMIRO(C149),K Teetan,P O'Sullivan,123,1091,7,3,"8                                                            

8                                                            

8                                                            

5",1:39.66,9.5,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
6,2,TRIUMPHANT HORSE(B430),J Moreira,K H Ting,133,1106,11,3,"9                                                            

10                                                            

9                                                            

6",1:39.67,5.9,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
7,8,BULB ELITE(A183),C Schofield,C H Yip,122,1193,3,4-1/4,"3                                                            

3                                                            

3                                                            

7",1:39.89,9.7,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
8,11,MEGATRON(V119),M Chadwick,P F Yiu,118,1123,10,5-1/2,"4                                                            

4                                                            

4                                                            

8",1:40.09,35,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
9,12,ELECTRIC LIGHTNING(A189),K C Leung,D E Ferraris,117,1033,12,6-1/4,"11                                                            

11                                                            

11                                                            

9",1:40.18,77,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
10,10,ENJOY LIFE(A125),V Borges,Y S Tsui,119,1111,8,8-1/4,"10                                                            

9                                                            

10                                                            

10",1:40.53,30,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
11,6,CALIFORNIA LEGEND(B363),N Callan,A S Cruz,125,1140,1,9,"2                                                            

2                                                            

2                                                            

11",1:40.64,10,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
12,5,YOU HAVE MY WORD(V149),M L Yeung,T P Yung,127,1159,4,17-1/2,"12                                                            

12                                                            

12                                                            

12",1:41.97,181,4(504),Class 4 - 1650M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
1,6,HAPPY GOOD GUYS(B466),C Y Ho,P F Yiu,127,1132,1,-,"5                                                            

4                                                            

1",1:10.06,8.2,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
2,1,ARES(D125),Z Purton,F C Lor,133,1022,6,1-1/4,"9                                                            

10                                                            

2",1:10.25,4,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
3,3,GUNNAR(C222),B Shinn,C Fownes,133,1126,2,1-1/4,"1                                                            

1                                                            

3",1:10.26,5.1,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
4,4,AMAZING(A202),G van Niekerk,T P Yung,130,1106,12,1-1/2,"11                                                            

11                                                            

4",1:10.29,35,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
5,9,REGENCY POET(D010),M Chadwick,K L Man,125,1208,3,1-1/2,"7                                                            

6                                                            

5",1:10.30,15,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
6,11,THE SHOW(T256),M F Poon,C W Chang,120,1102,7,2-1/2,"10                                                            

8                                                            

6",1:10.47,18,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
7,12,ONE STEP AHEAD(C242),T H So,P O'Sullivan,117,979,11,3-1/4,"12                                                            

12                                                            

7",1:10.59,209,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
8,10,VICTORY MASTERY(D031),J Moreira,J Size,124,1188,9,3-3/4,"8                                                            

9                                                            

8",1:10.65,4.3,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
9,8,YICHUN BLITZ(C026),K C Leung,K H Ting,126,1164,5,5-3/4,"3                                                            

2                                                            

9",1:10.99,13,5(505),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
